,game,posteam,yards,stadium
3072,2015_14_OAK_DEN,DEN,2718,DEN00
3073,2015_14_OAK_DEN,LV,2198,DEN00
3074,2015_14_PIT_CIN,PIT,2215,CIN00
3075,2015_14_PIT_CIN,CIN,2363,CIN00
3076,2015_14_SD_KC,LAC,2461,KAN00
3077,2015_14_SD_KC,KC,1317,KAN00
3078,2015_14_SEA_BAL,BAL,2064,BAL00
3079,2015_14_SEA_BAL,SEA,1586,BAL00
3080,2015_14_SF_CLE,CLE,1617,CLE00
3081,2015_14_SF_CLE,SF,2064,CLE00
3082,2015_14_TEN_NYJ,NYJ,1990,NYC01
3083,2015_14_TEN_NYJ,TEN,2610,NYC01
3084,2015_14_WAS_CHI,WAS,1831,CHI98
3085,2015_14_WAS_CHI,CHI,1984,CHI98
3086,2015_15_ARI_PHI,ARI,1912,PHI00
3087,2015_15_ARI_PHI,PHI,2429,PHI00
3088,2015_15_ATL_JAX,ATL,1892,JAX00
3089,2015_15_ATL_JAX,JAX,2259,JAX00
3090,2015_15_BUF_WAS,WAS,1555,WAS00
3091,2015_15_BUF_WAS,BUF,1926,WAS00
3092,2015_15_CAR_NYG,NYG,2377,NYC01
3093,2015_15_CAR_NYG,CAR,2670,NYC01
3094,2015_15_CHI_MIN,CHI,2421,MIN98
3095,2015_15_CHI_MIN,MIN,1194,MIN98
3096,2015_15_CIN_SF,SF,2834,SFO01
3097,2015_15_CIN_SF,CIN,1705,SFO01
3098,2015_15_CLE_SEA,CLE,1939,SEA00
3099,2015_15_CLE_SEA,SEA,1677,SEA00
3100,2015_15_DEN_PIT,PIT,3041,PIT00
3101,2015_15_DEN_PIT,DEN,2477,PIT00
3102,2015_15_DET_NO,NO,2696,NOR00
3103,2015_15_DET_NO,DET,1637,NOR00
3104,2015_15_GB_OAK,GB,2218,OAK00
3105,2015_15_GB_OAK,LV,2667,OAK00
3106,2015_15_HOU_IND,HOU,1656,IND00
3107,2015_15_HOU_IND,IND,1966,IND00
3108,2015_15_KC_BAL,KC,1584,BAL00
3109,2015_15_KC_BAL,BAL,2751,BAL00
3110,2015_15_MIA_SD,MIA,2257,SDG00
3111,2015_15_MIA_SD,LAC,1703,SDG00
3112,2015_15_NYJ_DAL,DAL,2088,DAL00
3113,2015_15_NYJ_DAL,NYJ,2151,DAL00
3114,2015_15_TB_STL,LA,1389,STL00
3115,2015_15_TB_STL,TB,2533,STL00
3116,2015_15_TEN_NE,TEN,2384,BOS00
3117,2015_15_TEN_NE,NE,2176,BOS00
3118,2015_16_CAR_ATL,CAR,1702,ATL00
3119,2015_16_CAR_ATL,ATL,1810,ATL00
3120,2015_16_CHI_TB,CHI,1697,TAM00
3121,2015_16_CHI_TB,TB,1761,TAM00
3122,2015_16_CIN_DEN,CIN,2004,DEN00
3123,2015_16_CIN_DEN,DEN,2382,DEN00
3124,2015_16_CLE_KC,KC,1459,KAN00
3125,2015_16_CLE_KC,CLE,1801,KAN00
3126,2015_16_DAL_BUF,DAL,1786,BUF00
3127,2015_16_DAL_BUF,BUF,1196,BUF00
3128,2015_16_GB_ARI,ARI,1552,PHO00
3129,2015_16_GB_ARI,GB,2086,PHO00
3130,2015_16_HOU_TEN,TEN,2859,NAS00
3131,2015_16_HOU_TEN,HOU,1604,NAS00
3132,2015_16_IND_MIA,IND,1676,MIA00
3133,2015_16_IND_MIA,MIA,2310,MIA00
3134,2015_16_JAX_NO,NO,1991,NOR00
3135,2015_16_JAX_NO,JAX,2222,NOR00
3136,2015_16_NE_NYJ,NYJ,2273,NYC01
3137,2015_16_NE_NYJ,NE,1829,NYC01
3138,2015_16_NYG_MIN,MIN,1623,MIN98
3139,2015_16_NYG_MIN,NYG,2492,MIN98
3140,2015_16_PIT_BAL,PIT,1843,BAL00
3141,2015_16_PIT_BAL,BAL,2294,BAL00
3142,2015_16_SD_OAK,LV,2594,OAK00
3143,2015_16_SD_OAK,LAC,2651,OAK00
3144,2015_16_SF_DET,SF,2109,DET00
3145,2015_16_SF_DET,DET,2170,DET00
3146,2015_16_STL_SEA,LA,1405,SEA00
3147,2015_16_STL_SEA,SEA,2412,SEA00
3148,2015_16_WAS_PHI,PHI,3136,PHI00
3149,2015_16_WAS_PHI,WAS,2755,PHI00
3150,2015_17_BAL_CIN,CIN,1791,CIN00
3151,2015_17_BAL_CIN,BAL,2753,CIN00
3152,2015_17_DET_CHI,DET,2268,CHI98
3153,2015_17_DET_CHI,CHI,1675,CHI98
3154,2015_17_JAX_HOU,JAX,2445,HOU00
3155,2015_17_JAX_HOU,HOU,2288,HOU00
3156,2015_17_MIN_GB,MIN,1466,GNB00
3157,2015_17_MIN_GB,GB,2422,GNB00
3158,2015_17_NE_MIA,MIA,2124,MIA00
3159,2015_17_NE_MIA,NE,1742,MIA00
3160,2015_17_NO_ATL,NO,2272,ATL00
3161,2015_17_NO_ATL,ATL,1879,ATL00
3162,2015_17_NYJ_BUF,NYJ,2174,BUF00
3163,2015_17_NYJ_BUF,BUF,1857,BUF00
3164,2015_17_OAK_KC,KC,1448,KAN00
3165,2015_17_OAK_KC,LV,2067,KAN00
3166,2015_17_PHI_NYG,PHI,1923,NYC01
3167,2015_17_PHI_NYG,NYG,2255,NYC01
3168,2015_17_PIT_CLE,PIT,2035,CLE00
3169,2015_17_PIT_CLE,CLE,2883,CLE00
3170,2015_17_SD_DEN,DEN,2028,DEN00
3171,2015_17_SD_DEN,LAC,2305,DEN00
3172,2015_17_SEA_ARI,ARI,2603,PHO00
3173,2015_17_SEA_ARI,SEA,1675,PHO00
3174,2015_17_STL_SF,LA,2342,SFO01
3175,2015_17_STL_SF,SF,2410,SFO01
3176,2015_17_TB_CAR,CAR,1479,CAR00
3177,2015_17_TB_CAR,TB,2460,CAR00
3178,2015_17_TEN_IND,IND,2090,IND00
3179,2015_17_TEN_IND,TEN,1832,IND00
3180,2015_17_WAS_DAL,DAL,2839,DAL00
3181,2015_17_WAS_DAL,WAS,1472,DAL00
3182,2015_18_GB_WAS,GB,1994,WAS00
3183,2015_18_GB_WAS,WAS,2572,WAS00
3184,2015_18_KC_HOU,KC,1259,HOU00
3185,2015_18_KC_HOU,HOU,2125,HOU00
3186,2015_18_PIT_CIN,PIT,2139,CIN00
3187,2015_18_PIT_CIN,CIN,2313,CIN00
3188,2015_18_SEA_MIN,MIN,1415,MIN98
3189,2015_18_SEA_MIN,SEA,1586,MIN98
3190,2015_19_GB_ARI,ARI,2190,PHO00
3191,2015_19_GB_ARI,GB,2315,PHO00
3192,2015_19_KC_NE,NE,1907,BOS00
3193,2015_19_KC_NE,KC,2646,BOS00
3194,2015_19_PIT_DEN,PIT,2232,DEN00
3195,2015_19_PIT_DEN,DEN,1969,DEN00
3196,2015_19_SEA_CAR,CAR,1367,CAR00
3197,2015_19_SEA_CAR,SEA,2585,CAR00
3198,2015_20_ARI_CAR,ARI,2360,CAR00
3199,2015_20_ARI_CAR,CAR,1538,CAR00
3200,2015_20_NE_DEN,NE,2988,DEN00
3201,2015_20_NE_DEN,DEN,2035,DEN00
3202,2015_21_CAR_DEN,DEN,1696,SFO01
3203,2015_21_CAR_DEN,CAR,2604,SFO01
3204,2016_01_BUF_BAL,BAL,1772,BAL00
3205,2016_01_BUF_BAL,BUF,1559,BAL00
3206,2016_01_CAR_DEN,DEN,1382,DEN00
3207,2016_01_CAR_DEN,CAR,1967,DEN00
3208,2016_01_CHI_HOU,HOU,2039,HOU00
3209,2016_01_CHI_HOU,CHI,2088,HOU00
3210,2016_01_CIN_NYJ,CIN,2064,NYC01
3211,2016_01_CIN_NYJ,NYJ,2043,NYC01
3212,2016_01_CLE_PHI,PHI,2212,PHI00
3213,2016_01_CLE_PHI,CLE,1788,PHI00
3214,2016_01_DET_IND,IND,2511,IND00
3215,2016_01_DET_IND,DET,2155,IND00
3216,2016_01_GB_JAX,JAX,2436,JAX00
3217,2016_01_GB_JAX,GB,1874,JAX00
3218,2016_01_LA_SF,LA,2402,SFO01
3219,2016_01_LA_SF,SF,1591,SFO01
3220,2016_01_MIA_SEA,SEA,2362,SEA00
3221,2016_01_MIA_SEA,MIA,2004,SEA00
3222,2016_01_MIN_TEN,TEN,2491,NAS00
3223,2016_01_MIN_TEN,MIN,1855,NAS00
3224,2016_01_NE_ARI,ARI,2115,PHO00
3225,2016_01_NE_ARI,NE,1910,PHO00
3226,2016_01_NYG_DAL,DAL,2254,DAL00
3227,2016_01_NYG_DAL,NYG,1796,DAL00
3228,2016_01_OAK_NO,NO,2588,NOR00
3229,2016_01_OAK_NO,LV,2101,NOR00
3230,2016_01_PIT_WAS,WAS,2137,WAS00
3231,2016_01_PIT_WAS,PIT,1740,WAS00
3232,2016_01_SD_KC,KC,2645,KAN00
3233,2016_01_SD_KC,LAC,1996,KAN00
3234,2016_01_TB_ATL,ATL,2261,ATL00
3235,2016_01_TB_ATL,TB,1796,ATL00
3236,2016_02_ATL_OAK,ATL,1925,OAK00
3237,2016_02_ATL_OAK,LV,2489,OAK00
3238,2016_02_BAL_CLE,CLE,2029,CLE00
3239,2016_02_BAL_CLE,BAL,2361,CLE00
3240,2016_02_CIN_PIT,PIT,2352,PIT00
3241,2016_02_CIN_PIT,CIN,2874,PIT00
3242,2016_02_DAL_WAS,DAL,1735,WAS00
3243,2016_02_DAL_WAS,WAS,2413,WAS00
3244,2016_02_GB_MIN,MIN,1917,MIN01
3245,2016_02_GB_MIN,GB,2105,MIN01
3246,2016_02_IND_DEN,DEN,1853,DEN00
3247,2016_02_IND_DEN,IND,2492,DEN00
3248,2016_02_JAX_SD,LAC,1573,SDG00
3249,2016_02_JAX_SD,JAX,2726,SDG00
3250,2016_02_KC_HOU,HOU,2138,HOU00
3251,2016_02_KC_HOU,KC,2444,HOU00
3252,2016_02_MIA_NE,NE,1855,BOS00
3253,2016_02_MIA_NE,MIA,2230,BOS00
3254,2016_02_NO_NYG,NO,2653,NYC01
3255,2016_02_NO_NYG,NYG,2241,NYC01
3256,2016_02_NYJ_BUF,NYJ,1733,BUF00
3257,2016_02_NYJ_BUF,BUF,1902,BUF00
3258,2016_02_PHI_CHI,CHI,1944,CHI98
3259,2016_02_PHI_CHI,PHI,2002,CHI98
3260,2016_02_SEA_LA,LA,1768,LAX99
3261,2016_02_SEA_LA,SEA,2126,LAX99
3262,2016_02_SF_CAR,CAR,2325,CAR00
3263,2016_02_SF_CAR,SF,2621,CAR00
3264,2016_02_TB_ARI,ARI,1949,PHO00
3265,2016_02_TB_ARI,TB,2993,PHO00
3266,2016_02_TEN_DET,TEN,2026,DET00
3267,2016_02_TEN_DET,DET,2243,DET00
3268,2016_03_ARI_BUF,BUF,1541,BUF00
3269,2016_03_ARI_BUF,ARI,2999,BUF00
3270,2016_03_ATL_NO,NO,2807,NOR00
3271,2016_03_ATL_NO,ATL,1472,NOR00
3272,2016_03_BAL_JAX,JAX,2264,JAX00
3273,2016_03_BAL_JAX,BAL,2298,JAX00
3274,2016_03_CHI_DAL,DAL,1472,DAL00
3275,2016_03_CHI_DAL,CHI,2382,DAL00
3276,2016_03_CLE_MIA,MIA,2170,MIA00
3277,2016_03_CLE_MIA,CLE,2530,MIA00
3278,2016_03_DEN_CIN,DEN,2122,CIN00
3279,2016_03_DEN_CIN,CIN,2156,CIN00
3280,2016_03_DET_GB,GB,1506,GNB00
3281,2016_03_DET_GB,DET,2455,GNB00
3282,2016_03_HOU_NE,HOU,2328,BOS00
3283,2016_03_HOU_NE,NE,1222,BOS00
3284,2016_03_LA_TB,LA,1505,TAM00
3285,2016_03_LA_TB,TB,2873,TAM00
3286,2016_03_MIN_CAR,CAR,2312,CAR00
3287,2016_03_MIN_CAR,MIN,1866,CAR00
3288,2016_03_NYJ_KC,NYJ,2164,KAN00
3289,2016_03_NYJ_KC,KC,1758,KAN00
3290,2016_03_OAK_TEN,TEN,1910,NAS00
3291,2016_03_OAK_TEN,LV,2037,NAS00
3292,2016_03_PIT_PHI,PIT,2535,PHI00
3293,2016_03_PIT_PHI,PHI,1599,PHI00
3294,2016_03_SD_IND,IND,2124,IND00
3295,2016_03_SD_IND,LAC,2127,IND00
3296,2016_03_SF_SEA,SEA,1709,SEA00
3297,2016_03_SF_SEA,SF,1763,SEA00
3298,2016_03_WAS_NYG,NYG,2137,NYC01
3299,2016_03_WAS_NYG,WAS,2169,NYC01
3300,2016_04_BUF_NE,NE,1942,BOS00
3301,2016_04_BUF_NE,BUF,2130,BOS00
3302,2016_04_CAR_ATL,CAR,2810,ATL00
3303,2016_04_CAR_ATL,ATL,2380,ATL00
3304,2016_04_CLE_WAS,WAS,1549,WAS00
3305,2016_04_CLE_WAS,CLE,2023,WAS00
3306,2016_04_DAL_SF,DAL,1721,SFO01
3307,2016_04_DAL_SF,SF,1429,SFO01
3308,2016_04_DEN_TB,TB,2212,TAM00
3309,2016_04_DEN_TB,DEN,2054,TAM00
3310,2016_04_DET_CHI,CHI,2065,CHI98
3311,2016_04_DET_CHI,DET,2135,CHI98
3312,2016_04_IND_JAX,IND,2483,LON00
3313,2016_04_IND_JAX,JAX,2192,LON00
3314,2016_04_KC_PIT,KC,2848,PIT00
3315,2016_04_KC_PIT,PIT,1495,PIT00
3316,2016_04_LA_ARI,ARI,2433,PHO00
3317,2016_04_LA_ARI,LA,1785,PHO00
3318,2016_04_MIA_CIN,CIN,1799,CIN00
3319,2016_04_MIA_CIN,MIA,2029,CIN00
3320,2016_04_NO_SD,NO,2080,SDG00
3321,2016_04_NO_SD,LAC,2575,SDG00
3322,2016_04_NYG_MIN,NYG,2406,MIN01
3323,2016_04_NYG_MIN,MIN,1918,MIN01
3324,2016_04_OAK_BAL,LV,2153,BAL00
3325,2016_04_OAK_BAL,BAL,2919,BAL00
3326,2016_04_SEA_NYJ,NYJ,2417,NYC01
3327,2016_04_SEA_NYJ,SEA,1921,NYC01
3328,2016_04_TEN_HOU,HOU,2150,HOU00
3329,2016_04_TEN_HOU,TEN,1738,HOU00
3330,2016_05_ARI_SF,ARI,1873,SFO01
3331,2016_05_ARI_SF,SF,2188,SFO01
3332,2016_05_ATL_DEN,ATL,1661,DEN00
3333,2016_05_ATL_DEN,DEN,2227,DEN00
3334,2016_05_BUF_LA,LA,1933,LAX99
3335,2016_05_BUF_LA,BUF,1574,LAX99
3336,2016_05_CHI_IND,CHI,2264,IND00
3337,2016_05_CHI_IND,IND,2415,IND00
3338,2016_05_CIN_DAL,DAL,1263,DAL00
3339,2016_05_CIN_DAL,CIN,2391,DAL00
3340,2016_05_HOU_MIN,MIN,1685,MIN01
3341,2016_05_HOU_MIN,HOU,2721,MIN01
3342,2016_05_NE_CLE,CLE,2180,CLE00
3343,2016_05_NE_CLE,NE,2111,CLE00
3344,2016_05_NYG_GB,GB,2387,GNB00
3345,2016_05_NYG_GB,NYG,2266,GNB00
3346,2016_05_NYJ_PIT,NYJ,2298,PIT00
3347,2016_05_NYJ_PIT,PIT,2316,PIT00
3348,2016_05_PHI_DET,DET,1681,DET00
3349,2016_05_PHI_DET,PHI,1966,DET00
3350,2016_05_SD_OAK,LV,2332,OAK00
3351,2016_05_SD_OAK,LAC,1854,OAK00
3352,2016_05_TB_CAR,TB,2031,CAR00
3353,2016_05_TB_CAR,CAR,1551,CAR00
3354,2016_05_TEN_MIA,TEN,1777,MIA00
3355,2016_05_TEN_MIA,MIA,1587,MIA00
3356,2016_05_WAS_BAL,BAL,2646,BAL00
3357,2016_05_WAS_BAL,WAS,2143,BAL00
3358,2016_06_ATL_SEA,SEA,2300,SEA00
3359,2016_06_ATL_SEA,ATL,2524,SEA00
3360,2016_06_BAL_NYG,BAL,2723,NYC01
3361,2016_06_BAL_NYG,NYG,2396,NYC01
3362,2016_06_CAR_NO,NO,2853,NOR00
3363,2016_06_CAR_NO,CAR,2778,NOR00
3364,2016_06_CIN_NE,NE,1972,BOS00
3365,2016_06_CIN_NE,CIN,2003,BOS00
3366,2016_06_CLE_TEN,TEN,1543,NAS00
3367,2016_06_CLE_TEN,CLE,2668,NAS00
3368,2016_06_DAL_GB,DAL,1741,GNB00
3369,2016_06_DAL_GB,GB,2191,GNB00
3370,2016_06_DEN_SD,LAC,1823,SDG00
3371,2016_06_DEN_SD,DEN,2798,SDG00
3372,2016_06_IND_HOU,HOU,2113,HOU00
3373,2016_06_IND_HOU,IND,2040,HOU00
3374,2016_06_JAX_CHI,CHI,2574,CHI98
3375,2016_06_JAX_CHI,JAX,2152,CHI98
3376,2016_06_KC_OAK,LV,1895,OAK00
3377,2016_06_KC_OAK,KC,1287,OAK00
3378,2016_06_LA_DET,DET,1678,DET00
3379,2016_06_LA_DET,LA,1807,DET00
3380,2016_06_NYJ_ARI,ARI,1712,PHO00
3381,2016_06_NYJ_ARI,NYJ,2189,PHO00
3382,2016_06_PHI_WAS,PHI,1639,WAS00
3383,2016_06_PHI_WAS,WAS,1882,WAS00
3384,2016_06_PIT_MIA,PIT,2094,MIA00
3385,2016_06_PIT_MIA,MIA,1783,MIA00
3386,2016_06_SF_BUF,SF,1978,BUF00
3387,2016_06_SF_BUF,BUF,1565,BUF00
3388,2016_07_BAL_NYJ,BAL,2653,NYC01
3389,2016_07_BAL_NYJ,NYJ,1585,NYC01
3390,2016_07_BUF_MIA,MIA,1775,MIA00
3391,2016_07_BUF_MIA,BUF,2009,MIA00
3392,2016_07_CHI_GB,CHI,1636,GNB00
3393,2016_07_CHI_GB,GB,2668,GNB00
3394,2016_07_CLE_CIN,CIN,1718,CIN00
3395,2016_07_CLE_CIN,CLE,1956,CIN00
3396,2016_07_HOU_DEN,HOU,2472,DEN00
3397,2016_07_HOU_DEN,DEN,1496,DEN00
3398,2016_07_IND_TEN,TEN,2287,NAS00
3399,2016_07_IND_TEN,IND,2026,NAS00
3400,2016_07_MIN_PHI,PHI,1506,PHI00
3401,2016_07_MIN_PHI,MIN,2228,PHI00
3402,2016_07_NE_PIT,PIT,2545,PIT00
3403,2016_07_NE_PIT,NE,1598,PIT00
3404,2016_07_NO_KC,KC,1314,KAN00
3405,2016_07_NO_KC,NO,2381,KAN00
3406,2016_07_NYG_LA,NYG,1929,LON01
3407,2016_07_NYG_LA,LA,2819,LON01
3408,2016_07_OAK_JAX,LV,1937,JAX00
3409,2016_07_OAK_JAX,JAX,2574,JAX00
3410,2016_07_SD_ATL,LAC,2705,ATL00
3411,2016_07_SD_ATL,ATL,2044,ATL00
3412,2016_07_SEA_ARI,ARI,2995,PHO00
3413,2016_07_SEA_ARI,SEA,2374,PHO00
3414,2016_07_TB_SF,SF,2153,SFO01
3415,2016_07_TB_SF,TB,1835,SFO01
3416,2016_07_WAS_DET,DET,1715,DET00
3417,2016_07_WAS_DET,WAS,1924,DET00
3418,2016_08_ARI_CAR,ARI,2709,CAR00
3419,2016_08_ARI_CAR,CAR,1495,CAR00
3420,2016_08_DET_HOU,DET,2216,HOU00
3421,2016_08_DET_HOU,HOU,1652,HOU00
3422,2016_08_GB_ATL,ATL,1859,ATL00
3423,2016_08_GB_ATL,GB,2184,ATL00
3424,2016_08_JAX_TEN,TEN,1424,NAS00
3425,2016_08_JAX_TEN,JAX,2796,NAS00
3426,2016_08_KC_IND,KC,2291,IND00
3427,2016_08_KC_IND,IND,2279,IND00
3428,2016_08_MIN_CHI,MIN,2168,CHI98
3429,2016_08_MIN_CHI,CHI,1802,CHI98
3430,2016_08_NE_BUF,BUF,2325,BUF00
3431,2016_08_NE_BUF,NE,2080,BUF00
3432,2016_08_NYJ_CLE,CLE,2700,CLE00
3433,2016_08_NYJ_CLE,NYJ,1944,CLE00
3434,2016_08_OAK_TB,TB,1997,TAM00
3435,2016_08_OAK_TB,LV,3314,TAM00
3436,2016_08_PHI_DAL,DAL,2487,DAL00
3437,2016_08_PHI_DAL,PHI,2547,DAL00
3438,2016_08_SD_DEN,DEN,2078,DEN00
3439,2016_08_SD_DEN,LAC,2806,DEN00
3440,2016_08_SEA_NO,NO,2028,NOR00
3441,2016_08_SEA_NO,SEA,2005,NOR00
3442,2016_08_WAS_CIN,WAS,2886,LON00
3443,2016_08_WAS_CIN,CIN,2525,LON00
3444,2016_09_ATL_TB,TB,2476,TAM00
3445,2016_09_ATL_TB,ATL,1807,TAM00
3446,2016_09_BUF_SEA,SEA,1642,SEA00
3447,2016_09_BUF_SEA,BUF,2209,SEA00
3448,2016_09_CAR_LA,LA,2595,LAX99
3449,2016_09_CAR_LA,CAR,2243,LAX99
3450,2016_09_DAL_CLE,CLE,1838,CLE00
3451,2016_09_DAL_CLE,DAL,1289,CLE00
3452,2016_09_DEN_OAK,DEN,2411,OAK00
3453,2016_09_DEN_OAK,LV,1912,OAK00
3454,2016_09_DET_MIN,MIN,2275,MIN01
3455,2016_09_DET_MIN,DET,2031,MIN01
3456,2016_09_IND_GB,IND,1959,GNB00
3457,2016_09_IND_GB,GB,2793,GNB00
3458,2016_09_JAX_KC,JAX,2301,KAN00
3459,2016_09_JAX_KC,KC,2145,KAN00
3460,2016_09_NO_SF,NO,2379,SFO01
3461,2016_09_NO_SF,SF,2251,SFO01
3462,2016_09_NYJ_MIA,NYJ,1817,MIA00
3463,2016_09_NYJ_MIA,MIA,1721,MIA00
3464,2016_09_PHI_NYG,NYG,2092,NYC01
3465,2016_09_PHI_NYG,PHI,2622,NYC01
3466,2016_09_PIT_BAL,PIT,2603,BAL00
3467,2016_09_PIT_BAL,BAL,2095,BAL00
3468,2016_09_TEN_SD,LAC,1757,SDG00
3469,2016_09_TEN_SD,TEN,2237,SDG00
3470,2016_10_ATL_PHI,ATL,2161,PHI00
3471,2016_10_ATL_PHI,PHI,2166,PHI00
3472,2016_10_CHI_TB,CHI,2184,TAM00
3473,2016_10_CHI_TB,TB,1872,TAM00
3474,2016_10_CIN_NYG,NYG,2338,NYC01
3475,2016_10_CIN_NYG,CIN,2066,NYC01
3476,2016_10_CLE_BAL,BAL,2136,BAL00
3477,2016_10_CLE_BAL,CLE,1982,BAL00
3478,2016_10_DAL_PIT,DAL,2014,PIT00
3479,2016_10_DAL_PIT,PIT,2699,PIT00
3480,2016_10_DEN_NO,NO,1761,NOR00
3481,2016_10_DEN_NO,DEN,2224,NOR00
3482,2016_10_GB_TEN,GB,3158,NAS00
3483,2016_10_GB_TEN,TEN,1740,NAS00
3484,2016_10_HOU_JAX,JAX,2609,JAX00
3485,2016_10_HOU_JAX,HOU,1539,JAX00
3486,2016_10_KC_CAR,CAR,2094,CAR00
3487,2016_10_KC_CAR,KC,2257,CAR00
3488,2016_10_LA_NYJ,LA,1870,NYC01
3489,2016_10_LA_NYJ,NYJ,2004,NYC01
3490,2016_10_MIA_SD,LAC,2312,SDG00
3491,2016_10_MIA_SD,MIA,1500,SDG00
3492,2016_10_MIN_WAS,MIN,2314,WAS00
3493,2016_10_MIN_WAS,WAS,1681,WAS00
3494,2016_10_SEA_NE,NE,1908,BOS00
3495,2016_10_SEA_NE,SEA,2098,BOS00
3496,2016_10_SF_ARI,ARI,2505,PHO00
3497,2016_10_SF_ARI,SF,2026,PHO00
3498,2016_11_ARI_MIN,ARI,2465,MIN01
3499,2016_11_ARI_MIN,MIN,1680,MIN01
3500,2016_11_BAL_DAL,DAL,1798,DAL00
3501,2016_11_BAL_DAL,BAL,2054,DAL00
3502,2016_11_BUF_CIN,CIN,2347,CIN00
3503,2016_11_BUF_CIN,BUF,1566,CIN00
3504,2016_11_CHI_NYG,CHI,2053,NYC01
3505,2016_11_CHI_NYG,NYG,1944,NYC01
3506,2016_11_GB_WAS,GB,2556,WAS00
3507,2016_11_GB_WAS,WAS,1691,WAS00
3508,2016_11_HOU_OAK,HOU,2153,MEX00
3509,2016_11_HOU_OAK,LV,1763,MEX00
3510,2016_11_JAX_DET,DET,2046,DET00
3511,2016_11_JAX_DET,JAX,2321,DET00
3512,2016_11_MIA_LA,LA,1920,LAX99
3513,2016_11_MIA_LA,MIA,2103,LAX99
3514,2016_11_NE_SF,SF,2134,SFO01
3515,2016_11_NE_SF,NE,2036,SFO01
3516,2016_11_NO_CAR,NO,2266,CAR00
3517,2016_11_NO_CAR,CAR,2067,CAR00
3518,2016_11_PHI_SEA,SEA,1938,SEA00
3519,2016_11_PHI_SEA,PHI,2491,SEA00
3520,2016_11_PIT_CLE,CLE,2412,CLE00
3521,2016_11_PIT_CLE,PIT,1934,CLE00
3522,2016_11_TB_KC,KC,1857,KAN00
3523,2016_11_TB_KC,TB,1926,KAN00
3524,2016_11_TEN_IND,TEN,2497,IND00
3525,2016_11_TEN_IND,IND,1733,IND00
3526,2016_12_ARI_ATL,ARI,2524,ATL00
3527,2016_12_ARI_ATL,ATL,1954,ATL00
3528,2016_12_CAR_OAK,CAR,2136,OAK00
3529,2016_12_CAR_OAK,LV,2324,OAK00
3530,2016_12_CIN_BAL,BAL,2173,BAL00
3531,2016_12_CIN_BAL,CIN,2569,BAL00
3532,2016_12_GB_PHI,GB,1850,PHI00
3533,2016_12_GB_PHI,PHI,2060,PHI00
3534,2016_12_JAX_BUF,JAX,1538,BUF00
3535,2016_12_JAX_BUF,BUF,1428,BUF00
3536,2016_12_KC_DEN,DEN,2221,DEN00
3537,2016_12_KC_DEN,KC,2759,DEN00
3538,2016_12_LA_NO,LA,2145,NOR00
3539,2016_12_LA_NO,NO,1878,NOR00
3540,2016_12_MIN_DET,DET,2204,DET00
3541,2016_12_MIN_DET,MIN,1952,DET00
3542,2016_12_NE_NYJ,NE,2551,NYC01
3543,2016_12_NE_NYJ,NYJ,1898,NYC01
3544,2016_12_NYG_CLE,NYG,1699,CLE00
3545,2016_12_NYG_CLE,CLE,2650,CLE00
3546,2016_12_PIT_IND,IND,1918,IND00
3547,2016_12_PIT_IND,PIT,1232,IND00
3548,2016_12_SD_HOU,LAC,1767,HOU00
3549,2016_12_SD_HOU,HOU,1903,HOU00
3550,2016_12_SEA_TB,TB,1468,TAM00
3551,2016_12_SEA_TB,SEA,2185,TAM00
3552,2016_12_SF_MIA,MIA,1916,MIA00
3553,2016_12_SF_MIA,SF,2317,MIA00
3554,2016_12_TEN_CHI,CHI,2660,CHI98
3555,2016_12_TEN_CHI,TEN,1355,CHI98
3556,2016_12_WAS_DAL,DAL,1347,DAL00
3557,2016_12_WAS_DAL,WAS,2860,DAL00
3558,2016_13_BUF_OAK,LV,2034,OAK00
3559,2016_13_BUF_OAK,BUF,2020,OAK00
3560,2016_13_CAR_SEA,CAR,2215,SEA00
3561,2016_13_CAR_SEA,SEA,1826,SEA00
3562,2016_13_DAL_MIN,DAL,1344,MIN01
3563,2016_13_DAL_MIN,MIN,2650,MIN01
3564,2016_13_DEN_JAX,DEN,1675,JAX00
3565,2016_13_DEN_JAX,JAX,2481,JAX00
3566,2016_13_DET_NO,NO,2509,NOR00
3567,2016_13_DET_NO,DET,2407,NOR00
3568,2016_13_HOU_GB,HOU,1920,GNB00
3569,2016_13_HOU_GB,GB,1663,GNB00
3570,2016_13_IND_NYJ,NYJ,2133,NYC01
3571,2016_13_IND_NYJ,IND,1426,NYC01
3572,2016_13_KC_ATL,ATL,1906,ATL00
3573,2016_13_KC_ATL,KC,1611,ATL00
3574,2016_13_LA_NE,NE,2524,BOS00
3575,2016_13_LA_NE,LA,2447,BOS00
3576,2016_13_MIA_BAL,BAL,2239,BAL00
3577,2016_13_MIA_BAL,MIA,2510,BAL00
3578,2016_13_NYG_PIT,PIT,2020,PIT00
3579,2016_13_NYG_PIT,NYG,2105,PIT00
3580,2016_13_PHI_CIN,PHI,3145,CIN00
3581,2016_13_PHI_CIN,CIN,1459,CIN00
3582,2016_13_SF_CHI,SF,1525,CHI98
3583,2016_13_SF_CHI,CHI,1174,CHI98
3584,2016_13_TB_SD,LAC,1586,SDG00
3585,2016_13_TB_SD,TB,1709,SDG00
3586,2016_13_WAS_ARI,ARI,2318,PHO00
3587,2016_13_WAS_ARI,WAS,2169,PHO00
