,game,posteam,yards,stadium
1828,2013_08_MIA_NE,MIA,2629,BOS00
1829,2013_08_MIA_NE,NE,1497,BOS00
1830,2013_08_NYG_PHI,NYG,2222,PHI00
1831,2013_08_NYG_PHI,PHI,2215,PHI00
1832,2013_08_NYJ_CIN,CIN,1707,CIN00
1833,2013_08_NYJ_CIN,NYJ,2595,CIN00
1834,2013_08_PIT_OAK,LV,1538,OAK00
1835,2013_08_PIT_OAK,PIT,2502,OAK00
1836,2013_08_SEA_STL,LA,1907,STL00
1837,2013_08_SEA_STL,SEA,1738,STL00
1838,2013_08_SF_JAX,SF,907,LON00
1839,2013_08_SF_JAX,JAX,2523,LON00
1840,2013_08_WAS_DEN,WAS,2370,DEN00
1841,2013_08_WAS_DEN,DEN,2402,DEN00
1842,2013_09_ATL_CAR,ATL,1645,CAR00
1843,2013_09_ATL_CAR,CAR,1945,CAR00
1844,2013_09_BAL_CLE,CLE,2171,CLE00
1845,2013_09_BAL_CLE,BAL,2593,CLE00
1846,2013_09_CHI_GB,GB,1617,GNB00
1847,2013_09_CHI_GB,CHI,2196,GNB00
1848,2013_09_CIN_MIA,MIA,2176,MIA00
1849,2013_09_CIN_MIA,CIN,3011,MIA00
1850,2013_09_IND_HOU,HOU,2153,HOU00
1851,2013_09_IND_HOU,IND,2546,HOU00
1852,2013_09_KC_BUF,KC,1852,BUF00
1853,2013_09_KC_BUF,BUF,2073,BUF00
1854,2013_09_MIN_DAL,MIN,2035,DAL00
1855,2013_09_MIN_DAL,DAL,2748,DAL00
1856,2013_09_NO_NYJ,NO,2893,NYC01
1857,2013_09_NO_NYJ,NYJ,1651,NYC01
1858,2013_09_PHI_OAK,LV,3207,OAK00
1859,2013_09_PHI_OAK,PHI,1878,OAK00
1860,2013_09_PIT_NE,PIT,2995,BOS00
1861,2013_09_PIT_NE,NE,1978,BOS00
1862,2013_09_SD_WAS,LAC,2369,WAS00
1863,2013_09_SD_WAS,WAS,1811,WAS00
1864,2013_09_TB_SEA,SEA,1512,SEA00
1865,2013_09_TB_SEA,TB,1647,SEA00
1866,2013_09_TEN_STL,TEN,1386,STL00
1867,2013_09_TEN_STL,LA,1949,STL00
1868,2013_10_BUF_PIT,PIT,1901,PIT00
1869,2013_10_BUF_PIT,BUF,2405,PIT00
1870,2013_10_CAR_SF,SF,1851,SFO00
1871,2013_10_CAR_SF,CAR,2101,SFO00
1872,2013_10_CIN_BAL,BAL,2175,BAL00
1873,2013_10_CIN_BAL,CIN,2835,BAL00
1874,2013_10_DAL_NO,NO,1883,NOR00
1875,2013_10_DAL_NO,DAL,1945,NOR00
1876,2013_10_DEN_SD,LAC,1883,SDG00
1877,2013_10_DEN_SD,DEN,2238,SDG00
1878,2013_10_DET_CHI,CHI,2482,CHI98
1879,2013_10_DET_CHI,DET,1937,CHI98
1880,2013_10_HOU_ARI,HOU,2878,PHO00
1881,2013_10_HOU_ARI,ARI,1836,PHO00
1882,2013_10_JAX_TEN,TEN,2474,NAS00
1883,2013_10_JAX_TEN,JAX,1723,NAS00
1884,2013_10_MIA_TB,TB,1570,TAM00
1885,2013_10_MIA_TB,MIA,2293,TAM00
1886,2013_10_OAK_NYG,NYG,1457,NYC01
1887,2013_10_OAK_NYG,LV,1856,NYC01
1888,2013_10_PHI_GB,PHI,1240,GNB00
1889,2013_10_PHI_GB,GB,2509,GNB00
1890,2013_10_SEA_ATL,ATL,2218,ATL00
1891,2013_10_SEA_ATL,SEA,1516,ATL00
1892,2013_10_STL_IND,IND,3158,IND00
1893,2013_10_STL_IND,LA,1198,IND00
1894,2013_10_WAS_MIN,MIN,1682,MIN00
1895,2013_10_WAS_MIN,WAS,2244,MIN00
1896,2013_11_ARI_JAX,JAX,2578,JAX00
1897,2013_11_ARI_JAX,ARI,2466,JAX00
1898,2013_11_ATL_TB,TB,1566,TAM00
1899,2013_11_ATL_TB,ATL,2518,TAM00
1900,2013_11_BAL_CHI,CHI,1873,CHI98
1901,2013_11_BAL_CHI,BAL,1925,CHI98
1902,2013_11_CLE_CIN,CIN,1887,CIN00
1903,2013_11_CLE_CIN,CLE,3053,CIN00
1904,2013_11_DET_PIT,DET,2694,PIT00
1905,2013_11_DET_PIT,PIT,2418,PIT00
1906,2013_11_GB_NYG,NYG,2039,NYC01
1907,2013_11_GB_NYG,GB,2073,NYC01
1908,2013_11_IND_TEN,TEN,1753,NAS00
1909,2013_11_IND_TEN,IND,2049,NAS00
1910,2013_11_KC_DEN,KC,2504,DEN00
1911,2013_11_KC_DEN,DEN,2279,DEN00
1912,2013_11_MIN_SEA,MIN,2144,SEA00
1913,2013_11_MIN_SEA,SEA,1502,SEA00
1914,2013_11_NE_CAR,CAR,1670,CAR00
1915,2013_11_NE_CAR,NE,1961,CAR00
1916,2013_11_NYJ_BUF,NYJ,2071,BUF00
1917,2013_11_NYJ_BUF,BUF,1696,BUF00
1918,2013_11_OAK_HOU,HOU,2652,HOU00
1919,2013_11_OAK_HOU,LV,2450,HOU00
1920,2013_11_SD_MIA,MIA,2208,MIA00
1921,2013_11_SD_MIA,LAC,1940,MIA00
1922,2013_11_SF_NO,SF,2152,NOR00
1923,2013_11_SF_NO,NO,2466,NOR00
1924,2013_11_WAS_PHI,WAS,2119,PHI00
1925,2013_11_WAS_PHI,PHI,1764,PHI00
1926,2013_12_CAR_MIA,MIA,2550,MIA00
1927,2013_12_CAR_MIA,CAR,2359,MIA00
1928,2013_12_CHI_STL,LA,1393,STL00
1929,2013_12_CHI_STL,CHI,2332,STL00
1930,2013_12_DAL_NYG,DAL,2256,NYC01
1931,2013_12_DAL_NYG,NYG,1861,NYC01
1932,2013_12_DEN_NE,DEN,2297,BOS00
1933,2013_12_DEN_NE,NE,2808,BOS00
1934,2013_12_IND_ARI,ARI,1928,PHO00
1935,2013_12_IND_ARI,IND,2473,PHO00
1936,2013_12_JAX_HOU,JAX,2159,HOU00
1937,2013_12_JAX_HOU,HOU,2173,HOU00
1938,2013_12_MIN_GB,GB,3230,GNB00
1939,2013_12_MIN_GB,MIN,2337,GNB00
1940,2013_12_NO_ATL,NO,1792,ATL00
1941,2013_12_NO_ATL,ATL,2269,ATL00
1942,2013_12_NYJ_BAL,NYJ,1858,BAL00
1943,2013_12_NYJ_BAL,BAL,1946,BAL00
1944,2013_12_PIT_CLE,PIT,1847,CLE00
1945,2013_12_PIT_CLE,CLE,3074,CLE00
1946,2013_12_SD_KC,KC,2302,KAN00
1947,2013_12_SD_KC,LAC,2257,KAN00
1948,2013_12_SF_WAS,WAS,2090,WAS00
1949,2013_12_SF_WAS,SF,1475,WAS00
1950,2013_12_TB_DET,DET,2565,DET00
1951,2013_12_TB_DET,TB,1646,DET00
1952,2013_12_TEN_OAK,LV,1998,OAK00
1953,2013_12_TEN_OAK,TEN,2465,OAK00
1954,2013_13_ARI_PHI,ARI,2532,PHI00
1955,2013_13_ARI_PHI,PHI,2216,PHI00
1956,2013_13_ATL_BUF,ATL,2915,BUF01
1957,2013_13_ATL_BUF,BUF,1999,BUF01
1958,2013_13_CHI_MIN,MIN,2499,MIN00
1959,2013_13_CHI_MIN,CHI,2187,MIN00
1960,2013_13_CIN_SD,LAC,1754,SDG00
1961,2013_13_CIN_SD,CIN,1341,SDG00
1962,2013_13_DEN_KC,KC,2395,KAN00
1963,2013_13_DEN_KC,DEN,1854,KAN00
1964,2013_13_GB_DET,DET,1687,DET00
1965,2013_13_GB_DET,GB,1718,DET00
1966,2013_13_JAX_CLE,JAX,2520,CLE00
1967,2013_13_JAX_CLE,CLE,2427,CLE00
1968,2013_13_MIA_NYJ,MIA,2278,NYC01
1969,2013_13_MIA_NYJ,NYJ,1834,NYC01
1970,2013_13_NE_HOU,HOU,1896,HOU00
1971,2013_13_NE_HOU,NE,2479,HOU00
1972,2013_13_NO_SEA,NO,2172,SEA00
1973,2013_13_NO_SEA,SEA,1662,SEA00
1974,2013_13_NYG_WAS,WAS,2141,WAS00
1975,2013_13_NYG_WAS,NYG,1973,WAS00
1976,2013_13_OAK_DAL,DAL,1902,DAL00
1977,2013_13_OAK_DAL,LV,1916,DAL00
1978,2013_13_PIT_BAL,PIT,2472,BAL00
1979,2013_13_PIT_BAL,BAL,1985,BAL00
1980,2013_13_STL_SF,LA,2409,SFO00
1981,2013_13_STL_SF,SF,1634,SFO00
1982,2013_13_TB_CAR,CAR,1548,CAR00
1983,2013_13_TB_CAR,TB,1703,CAR00
1984,2013_13_TEN_IND,IND,2277,IND00
1985,2013_13_TEN_IND,TEN,2128,IND00
1986,2013_14_ATL_GB,ATL,2163,GNB00
1987,2013_14_ATL_GB,GB,1847,GNB00
1988,2013_14_BUF_TB,TB,1697,TAM00
1989,2013_14_BUF_TB,BUF,2360,TAM00
1990,2013_14_CAR_NO,CAR,2163,NOR00
1991,2013_14_CAR_NO,NO,2176,NOR00
1992,2013_14_CLE_NE,CLE,2517,BOS00
1993,2013_14_CLE_NE,NE,2872,BOS00
1994,2013_14_DAL_CHI,DAL,1655,CHI98
1995,2013_14_DAL_CHI,CHI,1863,CHI98
1996,2013_14_DET_PHI,DET,1718,PHI00
1997,2013_14_DET_PHI,PHI,1514,PHI00
1998,2013_14_HOU_JAX,JAX,1859,JAX00
1999,2013_14_HOU_JAX,HOU,3112,JAX00
2000,2013_14_IND_CIN,IND,2696,CIN00
2001,2013_14_IND_CIN,CIN,1857,CIN00
2002,2013_14_KC_WAS,KC,1261,WAS00
2003,2013_14_KC_WAS,WAS,2670,WAS00
2004,2013_14_MIA_PIT,PIT,2498,PIT00
2005,2013_14_MIA_PIT,MIA,1994,PIT00
2006,2013_14_MIN_BAL,BAL,2727,BAL00
2007,2013_14_MIN_BAL,MIN,2472,BAL00
2008,2013_14_NYG_SD,NYG,2011,SDG00
2009,2013_14_NYG_SD,LAC,1547,SDG00
2010,2013_14_OAK_NYJ,NYJ,1580,NYC01
2011,2013_14_OAK_NYJ,LV,2167,NYC01
2012,2013_14_SEA_SF,SEA,1684,SFO00
2013,2013_14_SEA_SF,SF,1915,SFO00
2014,2013_14_STL_ARI,ARI,1622,PHO00
2015,2013_14_STL_ARI,LA,1922,PHO00
2016,2013_14_TEN_DEN,TEN,1806,DEN00
2017,2013_14_TEN_DEN,DEN,2807,DEN00
2018,2013_15_ARI_TEN,ARI,1864,NAS00
2019,2013_15_ARI_TEN,TEN,3166,NAS00
2020,2013_15_BAL_DET,DET,1968,DET00
2021,2013_15_BAL_DET,BAL,2148,DET00
2022,2013_15_BUF_JAX,JAX,2204,JAX00
2023,2013_15_BUF_JAX,BUF,1689,JAX00
2024,2013_15_CHI_CLE,CHI,1820,CLE00
2025,2013_15_CHI_CLE,CLE,2221,CLE00
2026,2013_15_CIN_PIT,PIT,1333,PIT00
2027,2013_15_CIN_PIT,CIN,2264,PIT00
2028,2013_15_GB_DAL,DAL,2663,DAL00
2029,2013_15_GB_DAL,GB,2407,DAL00
2030,2013_15_HOU_IND,IND,1842,IND00
2031,2013_15_HOU_IND,HOU,2323,IND00
2032,2013_15_KC_OAK,KC,1607,OAK00
2033,2013_15_KC_OAK,LV,2264,OAK00
2034,2013_15_NE_MIA,MIA,2085,MIA00
2035,2013_15_NE_MIA,NE,2673,MIA00
2036,2013_15_NO_STL,LA,1250,STL00
2037,2013_15_NO_STL,NO,3092,STL00
2038,2013_15_NYJ_CAR,CAR,1525,CAR00
2039,2013_15_NYJ_CAR,NYJ,1832,CAR00
2040,2013_15_PHI_MIN,MIN,1942,MIN00
2041,2013_15_PHI_MIN,PHI,2871,MIN00
2042,2013_15_SD_DEN,DEN,2251,DEN00
2043,2013_15_SD_DEN,LAC,1127,DEN00
2044,2013_15_SEA_NYG,SEA,1758,NYC01
2045,2013_15_SEA_NYG,NYG,2322,NYC01
2046,2013_15_SF_TB,TB,2231,TAM00
2047,2013_15_SF_TB,SF,1807,TAM00
2048,2013_15_WAS_ATL,ATL,2286,ATL00
2049,2013_15_WAS_ATL,WAS,2445,ATL00
2050,2013_16_ARI_SEA,ARI,1679,SEA00
2051,2013_16_ARI_SEA,SEA,2034,SEA00
2052,2013_16_ATL_SF,ATL,2715,SFO00
2053,2013_16_ATL_SF,SF,1528,SFO00
2054,2013_16_CHI_PHI,CHI,2642,PHI00
2055,2013_16_CHI_PHI,PHI,1355,PHI00
2056,2013_16_CLE_NYJ,CLE,2048,NYC01
2057,2013_16_CLE_NYJ,NYJ,1914,NYC01
2058,2013_16_DAL_WAS,WAS,1986,WAS00
2059,2013_16_DAL_WAS,DAL,1642,WAS00
2060,2013_16_DEN_HOU,HOU,2437,HOU00
2061,2013_16_DEN_HOU,DEN,2678,HOU00
2062,2013_16_IND_KC,IND,2048,KAN00
2063,2013_16_IND_KC,KC,2029,KAN00
2064,2013_16_MIA_BUF,MIA,2567,BUF00
2065,2013_16_MIA_BUF,BUF,1462,BUF00
2066,2013_16_MIN_CIN,MIN,1881,CIN00
2067,2013_16_MIN_CIN,CIN,1912,CIN00
2068,2013_16_NE_BAL,NE,1586,BAL00
2069,2013_16_NE_BAL,BAL,2605,BAL00
2070,2013_16_NO_CAR,CAR,1543,CAR00
2071,2013_16_NO_CAR,NO,2539,CAR00
2072,2013_16_NYG_DET,DET,2490,DET00
2073,2013_16_NYG_DET,NYG,2370,DET00
2074,2013_16_OAK_SD,LV,2173,SDG00
2075,2013_16_OAK_SD,LAC,1502,SDG00
2076,2013_16_PIT_GB,GB,2403,GNB00
2077,2013_16_PIT_GB,PIT,1752,GNB00
2078,2013_16_TB_STL,TB,1718,STL00
2079,2013_16_TB_STL,LA,1046,STL00
2080,2013_16_TEN_JAX,JAX,2016,JAX00
2081,2013_16_TEN_JAX,TEN,1386,JAX00
2082,2013_17_BAL_CIN,CIN,1918,CIN00
2083,2013_17_BAL_CIN,BAL,2841,CIN00
2084,2013_17_BUF_NE,NE,1636,BOS00
2085,2013_17_BUF_NE,BUF,1921,BOS00
2086,2013_17_CAR_ATL,ATL,2517,ATL00
2087,2013_17_CAR_ATL,CAR,1611,ATL00
2088,2013_17_CLE_PIT,CLE,2128,PIT00
2089,2013_17_CLE_PIT,PIT,1694,PIT00
2090,2013_17_DEN_OAK,LV,2198,OAK00
2091,2013_17_DEN_OAK,DEN,2129,OAK00
2092,2013_17_DET_MIN,MIN,1914,MIN00
2093,2013_17_DET_MIN,DET,1970,MIN00
2094,2013_17_GB_CHI,CHI,1686,CHI98
2095,2013_17_GB_CHI,GB,2079,CHI98
2096,2013_17_HOU_TEN,HOU,1956,NAS00
2097,2013_17_HOU_TEN,TEN,1536,NAS00
2098,2013_17_JAX_IND,JAX,2705,IND00
2099,2013_17_JAX_IND,IND,2180,IND00
2100,2013_17_KC_SD,KC,1990,SDG00
2101,2013_17_KC_SD,LAC,2187,SDG00
2102,2013_17_NYJ_MIA,MIA,2019,MIA00
2103,2013_17_NYJ_MIA,NYJ,1539,MIA00
2104,2013_17_PHI_DAL,DAL,2504,DAL00
2105,2013_17_PHI_DAL,PHI,1845,DAL00
2106,2013_17_SF_ARI,ARI,2548,PHO00
2107,2013_17_SF_ARI,SF,2175,PHO00
2108,2013_17_STL_SEA,SEA,1716,SEA00
2109,2013_17_STL_SEA,LA,1940,SEA00
2110,2013_17_TB_NO,NO,1606,NOR00
2111,2013_17_TB_NO,TB,2463,NOR00
2112,2013_17_WAS_NYG,WAS,2956,NYC01
2113,2013_17_WAS_NYG,NYG,1987,NYC01
2114,2013_18_KC_IND,KC,2433,IND00
2115,2013_18_KC_IND,IND,2283,IND00
2116,2013_18_NO_PHI,NO,1705,PHI00
2117,2013_18_NO_PHI,PHI,1942,PHI00
2118,2013_18_SD_CIN,LAC,1095,CIN00
2119,2013_18_SD_CIN,CIN,2712,CIN00
2120,2013_18_SF_GB,GB,1689,GNB00
2121,2013_18_SF_GB,SF,1761,GNB00
2122,2013_19_IND_NE,IND,2430,BOS00
2123,2013_19_IND_NE,NE,1704,BOS00
2124,2013_19_NO_SEA,NO,2005,SEA00
2125,2013_19_NO_SEA,SEA,1158,SEA00
2126,2013_19_SD_DEN,LAC,1715,DEN00
2127,2013_19_SD_DEN,DEN,1702,DEN00
2128,2013_19_SF_CAR,SF,1516,CAR00
2129,2013_19_SF_CAR,CAR,1636,CAR00
2130,2013_20_NE_DEN,NE,2030,DEN00
2131,2013_20_NE_DEN,DEN,1876,DEN00
2132,2013_20_SF_SEA,SEA,1538,SEA00
2133,2013_20_SF_SEA,SF,1597,SEA00
2134,2013_21_SEA_DEN,DEN,2564,NYC01
2135,2013_21_SEA_DEN,SEA,1167,NYC01
2136,2014_01_BUF_CHI,BUF,1449,CHI98
2137,2014_01_BUF_CHI,CHI,2677,CHI98
2138,2014_01_CAR_TB,CAR,1894,TAM00
2139,2014_01_CAR_TB,TB,1959,TAM00
2140,2014_01_CIN_BAL,CIN,2204,BAL00
2141,2014_01_CIN_BAL,BAL,3284,BAL00
2142,2014_01_CLE_PIT,PIT,2170,PIT00
2143,2014_01_CLE_PIT,CLE,1996,PIT00
2144,2014_01_GB_SEA,GB,2083,SEA00
2145,2014_01_GB_SEA,SEA,1619,SEA00
2146,2014_01_IND_DEN,IND,2751,DEN00
2147,2014_01_IND_DEN,DEN,1989,DEN00
2148,2014_01_JAX_PHI,JAX,2776,PHI00
2149,2014_01_JAX_PHI,PHI,2549,PHI00
2150,2014_01_MIN_STL,MIN,1506,STL00
2151,2014_01_MIN_STL,LA,2399,STL00
2152,2014_01_NE_MIA,NE,3275,MIA00
2153,2014_01_NE_MIA,MIA,1893,MIA00
2154,2014_01_NO_ATL,NO,2180,ATL00
2155,2014_01_NO_ATL,ATL,2289,ATL00
2156,2014_01_NYG_DET,DET,1722,DET00
2157,2014_01_NYG_DET,NYG,1987,DET00
2158,2014_01_OAK_NYJ,NYJ,1666,NYC01
2159,2014_01_OAK_NYJ,LV,2082,NYC01
2160,2014_01_SD_ARI,ARI,2027,PHO00
2161,2014_01_SD_ARI,LAC,1784,PHO00
2162,2014_01_SF_DAL,DAL,2021,DAL00
2163,2014_01_SF_DAL,SF,1346,DAL00
2164,2014_01_TEN_KC,KC,2314,KAN00
2165,2014_01_TEN_KC,TEN,2009,KAN00
2166,2014_01_WAS_HOU,HOU,1269,HOU00
2167,2014_01_WAS_HOU,WAS,2138,HOU00
2168,2014_02_ARI_NYG,ARI,1765,NYC01
2169,2014_02_ARI_NYG,NYG,2179,NYC01
2170,2014_02_ATL_CIN,ATL,2475,CIN00
2171,2014_02_ATL_CIN,CIN,1559,CIN00
2172,2014_02_CHI_SF,CHI,1822,SFO01
2173,2014_02_CHI_SF,SF,1770,SFO01
2174,2014_02_DAL_TEN,DAL,1847,NAS00
2175,2014_02_DAL_TEN,TEN,2236,NAS00
2176,2014_02_DET_CAR,DET,2703,CAR00
2177,2014_02_DET_CAR,CAR,2012,CAR00
2178,2014_02_HOU_OAK,HOU,1199,OAK00
2179,2014_02_HOU_OAK,LV,2340,OAK00
2180,2014_02_JAX_WAS,WAS,2047,WAS00
2181,2014_02_JAX_WAS,JAX,2463,WAS00
2182,2014_02_KC_DEN,DEN,1375,DEN00
2183,2014_02_KC_DEN,KC,2162,DEN00
2184,2014_02_MIA_BUF,BUF,1706,BUF00
2185,2014_02_MIA_BUF,MIA,2865,BUF00
2186,2014_02_NE_MIN,MIN,2392,MIN98
2187,2014_02_NE_MIN,NE,1399,MIN98
2188,2014_02_NO_CLE,NO,2177,CLE00
2189,2014_02_NO_CLE,CLE,2377,CLE00
2190,2014_02_NYJ_GB,GB,2640,GNB00
2191,2014_02_NYJ_GB,NYJ,1881,GNB00
2192,2014_02_PHI_IND,IND,1941,IND00
2193,2014_02_PHI_IND,PHI,2160,IND00
2194,2014_02_PIT_BAL,PIT,2058,BAL00
2195,2014_02_PIT_BAL,BAL,1508,BAL00
2196,2014_02_SEA_SD,SEA,1499,SDG00
2197,2014_02_SEA_SD,LAC,1869,SDG00
2198,2014_02_STL_TB,TB,1199,TAM00
2199,2014_02_STL_TB,LA,1724,TAM00
2200,2014_03_BAL_CLE,BAL,1689,CLE00
2201,2014_03_BAL_CLE,CLE,1514,CLE00
2202,2014_03_CHI_NYJ,NYJ,2576,NYC01
2203,2014_03_CHI_NYJ,CHI,2331,NYC01
2204,2014_03_DAL_STL,LA,2324,STL00
2205,2014_03_DAL_STL,DAL,1416,STL00
2206,2014_03_DEN_SEA,SEA,2109,SEA00
2207,2014_03_DEN_SEA,DEN,2838,SEA00
2208,2014_03_GB_DET,DET,1724,DET00
2209,2014_03_GB_DET,GB,1663,DET00
2210,2014_03_HOU_NYG,NYG,1648,NYC01
2211,2014_03_HOU_NYG,HOU,2191,NYC01
2212,2014_03_IND_JAX,IND,2279,JAX00
2213,2014_03_IND_JAX,JAX,2299,JAX00
2214,2014_03_KC_MIA,MIA,2915,MIA00
2215,2014_03_KC_MIA,KC,1643,MIA00
2216,2014_03_MIN_NO,NO,1850,NOR00
2217,2014_03_MIN_NO,MIN,1814,NOR00
2218,2014_03_OAK_NE,LV,1927,BOS00
2219,2014_03_OAK_NE,NE,2044,BOS00
2220,2014_03_PIT_CAR,PIT,1524,CAR00
2221,2014_03_PIT_CAR,CAR,2411,CAR00
2222,2014_03_SD_BUF,BUF,2234,BUF00
2223,2014_03_SD_BUF,LAC,1511,BUF00
2224,2014_03_SF_ARI,ARI,1720,PHO00
2225,2014_03_SF_ARI,SF,2077,PHO00
2226,2014_03_TB_ATL,ATL,1595,ATL00
2227,2014_03_TB_ATL,TB,2355,ATL00
2228,2014_03_TEN_CIN,TEN,1970,CIN00
2229,2014_03_TEN_CIN,CIN,1451,CIN00
2230,2014_03_WAS_PHI,WAS,2550,PHI00
2231,2014_03_WAS_PHI,PHI,2321,PHI00
2232,2014_04_ATL_MIN,ATL,2371,MIN98
2233,2014_04_ATL_MIN,MIN,1961,MIN98
2234,2014_04_BUF_HOU,BUF,2718,HOU00
2235,2014_04_BUF_HOU,HOU,2143,HOU00
2236,2014_04_CAR_BAL,CAR,2014,BAL00
2237,2014_04_CAR_BAL,BAL,1604,BAL00
2238,2014_04_DET_NYJ,NYJ,1925,NYC01
2239,2014_04_DET_NYJ,DET,2146,NYC01
2240,2014_04_GB_CHI,CHI,1840,CHI98
2241,2014_04_GB_CHI,GB,1539,CHI98
2242,2014_04_JAX_SD,JAX,2040,SDG00
2243,2014_04_JAX_SD,LAC,2051,SDG00
2244,2014_04_MIA_OAK,LV,2594,LON00
2245,2014_04_MIA_OAK,MIA,1575,LON00
2246,2014_04_NE_KC,KC,1530,KAN00
2247,2014_04_NE_KC,NE,2065,KAN00
2248,2014_04_NO_DAL,DAL,1469,DAL00
2249,2014_04_NO_DAL,NO,2192,DAL00
2250,2014_04_NYG_WAS,NYG,1889,WAS00
2251,2014_04_NYG_WAS,WAS,1996,WAS00
2252,2014_04_PHI_SF,PHI,2497,SFO01
2253,2014_04_PHI_SF,SF,2084,SFO01
2254,2014_04_TB_PIT,PIT,2434,PIT00
2255,2014_04_TB_PIT,TB,2141,PIT00
2256,2014_04_TEN_IND,IND,1956,IND00
2257,2014_04_TEN_IND,TEN,1933,IND00
2258,2014_05_ARI_DEN,ARI,2539,DEN00
2259,2014_05_ARI_DEN,DEN,2720,DEN00
2260,2014_05_ATL_NYG,NYG,1985,NYC01
2261,2014_05_ATL_NYG,ATL,2347,NYC01
2262,2014_05_BAL_IND,IND,2380,IND00
2263,2014_05_BAL_IND,BAL,2353,IND00
2264,2014_05_BUF_DET,BUF,2433,DET00
2265,2014_05_BUF_DET,DET,2270,DET00
2266,2014_05_CHI_CAR,CAR,2109,CAR00
2267,2014_05_CHI_CAR,CHI,2251,CAR00
2268,2014_05_CIN_NE,NE,2038,BOS00
2269,2014_05_CIN_NE,CIN,2099,BOS00
2270,2014_05_CLE_TEN,TEN,2033,NAS00
2271,2014_05_CLE_TEN,CLE,2266,NAS00
2272,2014_05_HOU_DAL,HOU,1579,DAL00
2273,2014_05_HOU_DAL,DAL,2137,DAL00
2274,2014_05_KC_SF,KC,1849,SFO01
2275,2014_05_KC_SF,SF,1846,SFO01
2276,2014_05_MIN_GB,GB,1512,GNB00
2277,2014_05_MIN_GB,MIN,2828,GNB00
2278,2014_05_NYJ_SD,NYJ,2171,SDG00
2279,2014_05_NYJ_SD,LAC,1685,SDG00
2280,2014_05_PIT_JAX,PIT,2171,JAX00
2281,2014_05_PIT_JAX,JAX,2107,JAX00
2282,2014_05_SEA_WAS,SEA,1559,WAS00
2283,2014_05_SEA_WAS,WAS,2333,WAS00
2284,2014_05_STL_PHI,LA,2722,PHI00
2285,2014_05_STL_PHI,PHI,1989,PHI00
2286,2014_05_TB_NO,NO,2887,NOR00
2287,2014_05_TB_NO,TB,1940,NOR00
2288,2014_06_BAL_TB,BAL,1584,TAM00
2289,2014_06_BAL_TB,TB,2687,TAM00
2290,2014_06_CAR_CIN,CAR,2410,CIN00
2291,2014_06_CAR_CIN,CIN,2523,CIN00
2292,2014_06_CHI_ATL,CHI,2101,ATL00
2293,2014_06_CHI_ATL,ATL,2204,ATL00
2294,2014_06_DAL_SEA,SEA,1952,SEA00
2295,2014_06_DAL_SEA,DAL,1801,SEA00
2296,2014_06_DEN_NYJ,DEN,1917,NYC01
2297,2014_06_DEN_NYJ,NYJ,2574,NYC01
2298,2014_06_DET_MIN,DET,2080,MIN98
2299,2014_06_DET_MIN,MIN,2194,MIN98
2300,2014_06_GB_MIA,GB,2220,MIA00
2301,2014_06_GB_MIA,MIA,1774,MIA00
2302,2014_06_IND_HOU,HOU,1712,HOU00
2303,2014_06_IND_HOU,IND,2342,HOU00
2304,2014_06_JAX_TEN,JAX,2567,NAS00
2305,2014_06_JAX_TEN,TEN,1662,NAS00
2306,2014_06_NE_BUF,BUF,2377,BUF00
2307,2014_06_NE_BUF,NE,2280,BUF00
2308,2014_06_NYG_PHI,PHI,1815,PHI00
2309,2014_06_NYG_PHI,NYG,2099,PHI00
2310,2014_06_PIT_CLE,PIT,2558,CLE00
2311,2014_06_PIT_CLE,CLE,1180,CLE00
2312,2014_06_SD_OAK,LV,1951,OAK00
2313,2014_06_SD_OAK,LAC,1757,OAK00
2314,2014_06_SF_STL,LA,2667,STL00
2315,2014_06_SF_STL,SF,2011,STL00
2316,2014_06_WAS_ARI,ARI,2525,PHO00
2317,2014_06_WAS_ARI,WAS,2379,PHO00
2318,2014_07_ARI_OAK,LV,1685,OAK00
2319,2014_07_ARI_OAK,ARI,1810,OAK00
2320,2014_07_ATL_BAL,ATL,2602,BAL00
2321,2014_07_ATL_BAL,BAL,1480,BAL00
2322,2014_07_CAR_GB,GB,1357,GNB00
2323,2014_07_CAR_GB,CAR,2404,GNB00
2324,2014_07_CIN_IND,IND,2239,IND00
2325,2014_07_CIN_IND,CIN,2574,IND00
2326,2014_07_CLE_JAX,CLE,2527,JAX00
2327,2014_07_CLE_JAX,JAX,1927,JAX00
2328,2014_07_HOU_PIT,PIT,2061,PIT00
2329,2014_07_HOU_PIT,HOU,2078,PIT00
2330,2014_07_KC_SD,LAC,1957,SDG00
2331,2014_07_KC_SD,KC,1762,SDG00
2332,2014_07_MIA_CHI,MIA,1749,CHI98
2333,2014_07_MIA_CHI,CHI,2024,CHI98
2334,2014_07_MIN_BUF,MIN,1798,BUF00
2335,2014_07_MIN_BUF,BUF,2449,BUF00
2336,2014_07_NO_DET,DET,2380,DET00
2337,2014_07_NO_DET,NO,2202,DET00
2338,2014_07_NYG_DAL,DAL,1498,DAL00
2339,2014_07_NYG_DAL,NYG,1856,DAL00
2340,2014_07_NYJ_NE,NE,2214,BOS00
2341,2014_07_NYJ_NE,NYJ,2057,BOS00
2342,2014_07_SEA_STL,LA,1368,STL00
2343,2014_07_SEA_STL,SEA,2217,STL00
2344,2014_07_SF_DEN,SF,2787,DEN00
